	Arousal	Auditory	Motor	Postural	Visual
10	0.184534574751246	0.0810227915464809	0.802028409294842	0.119764842460508	0.0147876387717547
38	0.240278551298105	0.302021093202006	0.561664095306911	0.434235363175021	0.15298406622632
70	0.189902011434291	0.275192207210154	0.559130937960644	0.0852222632597031	0.178990677025196
66	0.00381977797016637	0.261331320866408	0.651955738103179	0.168085620525605	0.11010677520897
83	0.261692682963734	0.403529059719293	0.709414504550578	0.438695799721515	0.301448533215549
32	0.0925544400524427	0.187366266807426	0.457566856919801	0.224516368909262	0.306004135640206
82	0.0790318385135992	0.135961176215283	0.478039928835939	0.241478086669181	0.190603823716687
88	0.168116139858708	0.302141598000744	0.823443377809809	0.257180002448968	0.163130153959851
9	0.151551094047901	0.305809018994683	0.519340940712602	0.333180076198179	0.196978772072794
61	0.232243077916303	0.0565000003158438	0.597628831689005	0.29311207131158	0.0554780743816416
13	0.0557658498800697	0.244890200020828	0.359487714677356	0.0862398121099353	0.138615998428137
50	0.196226145008207	0.204212657934061	0.771319478523556	0.236993055334647	0.0948822155372149
72	0.124678741210429	0.279137473468559	0.478255279861426	0.299005986451401	0.033493810577042
86	0.207189649036226	0.347376613066962	0.756499066631026	0.352579452858478	0.3030657662939
53	0.10587168382612	0.173758545446546	0.394675817510761	0.266156343441064	0.0448474785528221
33	0.29413448732625	0.432920961819004	0.655879050845615	0.393846461519324	0.400642716608507
101	0.304717244484988	0.352928813467135	0.601493121306403	0.354513070341534	0.352214420607196
81	0.221372604468403	0.351499247785777	0.527702153696643	0.422964210041475	0.216604992695404
63	0.127315781240673	-0.0328654948597411	0.852359553944612	0.229949806236146	0.199335349441274
94	0.0941651444145129	0.395299275307776	0.750139037764173	0.160225599901531	0.00681920513660733
34	0.179269273414535	0.288309905179321	0.620533594205425	0.0650368779285528	0.0460395502556368
27	0.142245230770336	0.000213740659978358	0.387664348294375	0.236337170998379	0.260544126021301
55	0.0467310698313605	0.186974852560248	0.382464725244903	0.297839563829564	0.270782995392586
30	0.227518977807484	0.199182614520861	0.781534843809361	0.208240817857261	0.210521521123126
102	0.114842426065936	0.225115544620295	0.752288935404554	0.183883251458495	0.118171207780937
74	0.161592786298968	0.429801330455611	0.601275318073484	0.259363618885011	0.126656717965555
41	0.217692265979882	0.0862500592817858	0.40692959949643	0.149518281682575	0.205998433858357
16	0.071620851363696	0.104234472773971	0.727515295904316	0.0438423854502082	0.06318340400834
65	0.0430083979456283	0.192302610272271	0.744885757475837	0.111291251694267	0.103251141486408
49	0.10655407322968	0.0933303239937516	0.399532469187365	0.136358424641895	0.158715204254273
51	0.0854386000803857	0.12305102824379	0.625025824650073	0.171249068279075	0.0458233888516188
85	0.139397467273754	-0.00834242978788357	0.465450736857092	0.241927084752788	0.0163258670192688
47	0.284649968510548	0.40468289117521	0.391318204618265	0.109919176002658	0.069939142440465
25	0.0642020232496663	0.237868571516762	0.726471809844714	0.216444762332231	0.0725266768607408
60	0.381732889256077	0.388698375130629	0.852438272441394	0.433156738254177	0.327627381044305
91	0.136698791680736	0.0702848419251403	0.746855607616981	0.201287558466087	0.170003729170265
35	0.190688795128229	0.0955106136489106	0.576434433581048	0.186383276636451	0.215606534388547
23	0.0411001715649591	0.173114122504771	0.545160847526983	0.164019669489881	0.0407792306057366
69	0.170210764041943	0.178155449427309	0.536667361347806	0.238296564228107	0.342442767135138
76	0.119876858248748	0.0337397329852537	0.462852265024645	0.228339723068	0.192142284104939
98	0.115963557340659	0.305068011666539	0.655686316804543	0.245629513035621	0.212740669287588
48	0.135015118881279	0.274745924292082	0.674008517974242	0.163924422815145	0.124525026288108
39	0.206294101381657	0.0983527125585166	0.609676135424511	0.106030695163929	0.118375573489113
44	0.127327012683658	0.0737414389945254	0.589120430583816	0.0520627850436319	0.0490062986532145
105	0.130499677836381	0.315743712685964	0.593298316366468	0.179746963550679	0.147206404507178
6	0.245898772145111	0.13030969509641	0.710910675050895	0.396417655722171	0.116887867269739
56	0.167077598903701	0.44922108490387	0.626852812968906	0.283824454293248	0.139364449646149
42	0.160861443173402	0.475728167431696	0.595472346234969	0.211584359144742	0.083303227958325
7	0.127191116830747	0.237852630513997	0.286172964728554	0.086133054454756	0.166339297815953
84	0.175884449220991	0.258149307624902	0.35755498670531	0.223759108739203	0.118005307225953
99	0.232991735313981	0.132931681184371	0.682765841634784	0.216640291948323	0.467038257588724
22	0.218838045680863	0.340346678894131	0.594561518829759	0.329304643699806	0.365329632534763
75	0.151702888077312	0.286918174679408	0.286617744887358	0.22156819995545	0.160067055377727
103	0.134421502242226	0.179975251308439	0.352750238803502	0.148171426994149	0.0548648299110011
90	0.253300095748473	0.283769229247335	0.618869760308179	0.188476684379263	0.434644167307377
95	0.0803202501289625	0.215001785925838	0.641829979938336	0.087570852038628	0.0643195907054159
79	0.0335696997728026	0.155157995041716	0.308292787346093	0.272055122699652	0.0705013568662206
67	0.111057757034216	0.190525833033694	0.537993625638366	0.16156056859693	0.0230162867591769
92	0.0635989778268345	0.339541982640832	0.701057019879752	0.398497613333561	0.123847446131047
57	0.207927041539553	0.388069601340773	0.490859600771437	0.210725663178802	0.267116165457529
68	0.159246410385978	0.162707815507935	0.832927692976505	0.188812533293362	0.151730157444049
58	0.000293934153150991	0.0397618189882227	0.707740062598065	0.254995918422787	0.265466747468512
15	0.249257754324215	0.087910312683756	0.506966791940171	0.179334603386044	0.272758129576358
40	0.320722828768949	0.348812216990713	0.515328920171208	0.31156443173437	0.412999045505468
80	0.150161420199244	0.13998487352591	0.659513030166515	0.181702710419457	0.0504643950843806
19	0.249475106594318	0.425929440222951	0.661206811309894	0.308118621609083	0.206493486012937
71	0.197622144233867	0.163797961604492	0.538000456479385	0.369321655107592	0.124146155044893
100	0.124498665554694	0.281376210587295	0.648792201016196	0.187212310173265	0.0912372744626647
97	0.0750705947763732	0.144861172477724	0.429669996679237	0.125521946089632	0.113487300034236
93	0.311924508609743	0.17130610763152	0.783644578364107	0.297866438646676	0.307694768979283
28	0.183018456245385	0.2252697657235	0.68360756218739	0.1789900740144	0.251977404955471
64	0.0478966853966103	0.176464355389049	0.457625452618479	0.0615013850614916	0.0277212741929006
43	0.362410879883696	0.50152253775597	0.907845043339037	0.699969109233761	0.266885742678283
37	0.14728130632145	0.319112748168801	0.613087216278873	0.411501215686039	0.47254927677583
45	0.091279231684275	0.198392231208324	0.774817172621355	0.209464138159415	0.119529589120436
62	0.137720189021186	0.190933196667676	0.731325636624504	0.200422647830009	0.107119567648124
2	0.0398802017115548	0.129524922267959	0.684583360167512	0.153000275596489	0.229512674272478
77	0.216967417596319	0.0961418946542795	0.920786324991225	0.308516442371927	0.330648665092071
31	0.208034143811213	0.294546869374771	0.386679353575053	0.111926747881496	0.375682523233887
54	0.272398846744891	0.324803419875682	0.785812703738691	0.348724784773808	0.0141756454956374
52	0.0991124031273442	0.183080317807134	0.663592265562339	0.245171735579785	0.351445672367006
78	0.227458207264993	0.482893076426923	0.881163338693615	0.47916490050668	0.212769855048385
